Ground_Truth,binary_image,seg_label
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0023.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0023.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0023.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0024.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0024.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0024.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0025.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0025.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0025.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0026.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0026.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0026.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0027.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0027.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0027.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0028.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0028.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0028.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0029.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0029.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0029.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0030.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0030.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0030.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0031.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0031.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0031.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0032.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0032.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0032.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0033.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0033.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0033.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0034.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0034.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0034.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0035.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0035.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0035.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0036.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0036.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0036.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0037.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0037.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0037.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0038.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0038.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0038.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0039.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0039.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0039.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0040.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0040.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0040.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0041.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0041.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0041.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0042.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0042.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0042.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0043.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0043.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0043.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0044.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0044.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0044.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0045.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0045.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0045.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0046.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0046.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0046.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0047.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0047.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0047.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0048.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0048.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0048.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0049.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0049.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0049.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0050.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0050.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0050.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0051.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0051.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0051.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0052.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0052.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0052.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0053.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0053.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0053.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0054.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0054.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0054.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0055.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0055.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0055.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0056.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0056.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0056.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0057.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0057.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0057.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0058.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0058.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0058.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0059.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0059.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0059.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0060.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0060.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0060.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0061.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0061.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0061.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0062.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0062.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0062.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0063.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0063.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0063.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0064.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0064.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0064.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0065.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0065.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0065.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0066.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0066.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0066.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0067.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0067.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0067.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0068.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0068.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0068.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0069.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0069.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0069.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0070.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0070.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0070.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0071.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0071.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0071.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0072.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0072.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0072.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0073.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0073.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0073.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0074.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0074.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0074.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0075.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0075.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0075.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0076.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0076.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0076.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0077.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0077.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0077.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0078.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0078.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0078.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0079.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0079.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0079.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0080.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0080.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0080.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0081.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0081.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0081.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0082.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0082.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0082.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0083.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0083.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0083.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0084.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0084.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0084.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0085.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0085.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0085.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0086.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0086.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0086.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0087.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0087.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0087.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0088.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0088.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0088.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0089.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0089.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0089.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0090.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0090.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0090.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0091.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0091.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0091.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0092.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0092.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0092.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0093.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0093.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0093.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0094.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0094.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0094.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0095.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0095.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0095.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0096.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0096.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0096.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0097.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0097.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0097.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0098.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0098.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0098.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0099.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0099.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0099.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0100.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0100.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0100.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0101.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0101.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0101.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/0102.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/0102.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/0102.png
